
7,180684.0,513,8.945136070251465,900958.0,880684.0,
6,175612.0,473,9.060333251953125,887834.0,775612.0,
7,189668.0,532,0.8179337978363037,995752.0,889668.0,
7,178898.0,508,0.869351863861084,992190.0,878898.0,
6,171758.0,456,22.183111906051636,889244.0,771758.0,
6,163898.0,443,23.874963760375977,879090.0,763898.0,
7,180486.0,505,8.96143102645874,988142.0,880486.0,
7,187150.0,513,8.176837921142578,1001686.0,887150.0,
7,180550.0,512,20.84424090385437,995766.0,880550.0,
7,178400.0,502,23.908406972885132,886946.0,878400.0,
7,181084.0,514,23.148054838180542,999084.0,881084.0,
7,177704.0,518,22.277493000030518,886978.0,877704.0,
11,257180.0,732,14.309282064437866,1472664.0,1357180.0,
11,259010.0,746,13.174712896347046,1475836.0,1359010.0,
11,264320.0,774,12.944206714630127,1478492.0,1364320.0,
11,256276.0,742,34.82361698150635,1479758.0,1356276.0,
8,190620.0,534,23.69171977043152,1098000.0,990620.0,
10,226740.0,631,26.258944988250732,1343612.0,1226740.0,
10,225082.0,635,25.133511066436768,1243558.0,1225082.0,
10,225428.0,621,25.59219193458557,1347186.0,1225428.0,
10,217612.0,627,26.8104989528656,1341198.0,1217612.0,
10,227636.0,645,26.843710899353027,1240932.0,1227636.0,
10,218830.0,626,26.5727219581604,1231908.0,1218830.0,
10,229196.0,644,27.761066198349,1344840.0,1229196.0,
10,225722.0,634,25.227344036102295,1349300.0,1225722.0,
14,290754.0,899,62.5556538105011,1706080.0,1690754.0,
14,299988.0,925,68.0688738822937,1809992.0,1699988.0,
14,282568.0,880,63.7186119556427,2033408.0,1682568.0,
14,286626.0,878,123.92270398139954,1811124.0,1686626.0,
10,196482.0,621,134.60120177268982,1319060.0,1196482.0,
6,67314.0,322,77.21235513687134,870618.0,667314.0,
7,53473.574156117094,318,3.707723617553711,959856.1854830394,753473.574156117,
6,54939.181289962966,309,39.57599425315857,855228.2338436267,654939.181289963,
7,56470.74520682126,323,4.343327045440674,958512.0210213539,756470.7452068212,
19,411976.0,1299,457.5486841201782,2771434.0,2311976.0,
20,415610.0,1317,235.21312618255615,2996806.0,2415610.0,
19,414994.0,1299,211.270574092865,2982920.0,2314994.0,
15,305736.0,948,15.757629871368408,2267714.0,1805736.0,
15,308558.0,950,14.98887825012207,2166730.0,1808558.0,
14,300214.0,922,14.077148914337158,2148110.0,1700214.0,
15,309190.0,959,6.642914056777954,2264060.0,1809190.0,
13,287964.0,887,69.06875681877136,1921430.0,1587964.0,
15,304850.0,937,6.491503000259399,2380074.0,1804850.0,
