
10,211912.0,650,17.23574709892273,1320056.0,1211912.0,
10,197680.0,631,18.627343893051147,1321216.0,1197680.0,
10,210054.0,656,18.35894775390625,1323330.0,1210054.0,
10,223312.0,699,17.681033849716187,1425056.0,1223312.0,
10,218082.0,678,21.57578706741333,1315904.0,1218082.0,
10,214542.0,682,18.963244915008545,1322536.0,1214542.0,
10,197196.0,619,20.505311965942383,1313950.0,1197196.0,
10,196994.0,628,18.182140827178955,1428060.0,1196994.0,
10,205444.0,642,18.265280961990356,1318010.0,1205444.0,
10,190694.0,611,19.120612859725952,1328086.0,1190694.0,
10.0,206591.0,649.6,18.85,1341620.4,1206591.0,1313950.0,1190694.0,0.0,10692.49,
