
19,387586.0,1238,51.45778203010559,2527152.0,2287586.0,
20,405424.0,1292,57.88486623764038,2642892.0,2405424.0,
19,432614.0,1329,61.357370138168335,2647308.0,2332614.0,
19,397274.0,1255,49.20436215400696,2644236.0,2297274.0,
20,406336.0,1306,61.923670053482056,2649690.0,2406336.0,
20,398728.0,1286,55.6679847240448,2644692.0,2398728.0,
20,403544.0,1286,54.61343693733215,2751384.0,2403544.0,
19,414292.0,1292,52.200958251953125,2644314.0,2314292.0,
19,407210.0,1284,61.43230700492859,2650960.0,2307210.0,
20,401848.0,1294,50.97835993766785,2642468.0,2401848.0,
19.5,405485.6,1286.2,55.67,2644509.6,2355485.6,2527152.0,2287586.0,0.53,11868.24,
