
17,284676.0,937,72.41490364074707,2316084.0,1984676.0,
16,297444.0,928,68.80932307243347,2191352.0,1897444.0,
17,291076.0,950,71.36803030967712,2219614.0,1991076.0,
17,290570.0,942,73.15930986404419,2204434.0,1990570.0,
16,291100.0,930,64.9529538154602,2213728.0,1891100.0,
17,290324.0,963,73.63712573051453,2106470.0,1990324.0,
17,280966.0,922,76.77817130088806,2224602.0,1980966.0,
16,295258.0,954,73.32892608642578,2198064.0,1895258.0,
17,293800.0,922,77.32566285133362,2219352.0,1993800.0,
17,287536.0,932,75.17935085296631,2315138.0,1987536.0,
16.7,290275.0,938.0,72.7,2220883.8,1960275.0,2106470.0,1891100.0,0.48,4894.11,
