
31,511148.0,1606,140.98401999473572,4136758.0,3611148.0,
30,500192.0,1600,129.76299285888672,4037966.0,3500192.0,
31,500676.0,1614,136.88269901275635,4035452.0,3600676.0,
31,475462.0,1547,131.0962097644806,3931182.0,3575462.0,
31,501804.0,1588,140.70814108848572,4030330.0,3601804.0,
32,496874.0,1571,138.82079696655273,4144882.0,3696874.0,
30,470346.0,1512,149.68967485427856,4034502.0,3470346.0,
31,501922.0,1594,128.44134402275085,3933412.0,3601922.0,
31,488828.0,1564,155.12318396568298,4147136.0,3588828.0,
32,496542.0,1595,155.39239716529846,4027446.0,3696542.0,
31.0,494379.4,1579.1,140.69,4045906.6,3594379.4,3931182.0,3470346.0,0.67,12665.9,
