
28,628770.0,1916,108.12468981742859,3683670.0,3428770.0,
28,650204.0,1986,112.67634987831116,3814432.0,3450204.0,
28,636612.0,1950,105.84029984474182,3672590.0,3436612.0,
27,622632.0,1887,136.48178219795227,3807238.0,3322632.0,
28,621758.0,1929,121.90776705741882,3780850.0,3421758.0,
27,622016.0,1907,135.13336181640625,3791096.0,3322016.0,
28,618524.0,1906,131.05004382133484,3780998.0,3418524.0,
28,619664.0,1913,127.58146786689758,3786052.0,3419664.0,
26,619184.0,1872,140.30117297172546,3696284.0,3219184.0,
27,624134.0,1903,137.08109831809998,3894400.0,3324134.0,
27.5,626349.8,1916.9,125.62,3770761.0,3376349.8,3672590.0,3219184.0,0.71,9978.22,
